gene_id,Plate,Disease,Position,Residuals,gene_name,gene_type
ENSG00000130939.18,0.5212701516112132,0.10719788810260324,1.0471528267533087e-9,0.3715319592390308,UBE4B,protein_coding
ENSG00000233623.2,0.25306912686099564,0.07003847863029092,4.210811849162098e-10,0.6768923940876324,PGAM1P11,processed_pseudogene
ENSG00000054523.17,0.10788370842767289,0.6269813847387075,3.859427784466246e-10,0.2651349064476769,KIF1B,protein_coding
ENSG00000199562.1,0.09784466049834843,0,0,0.9021553395016515,RNU6-37P,snRNA
ENSG00000284735.1,0.0902054797897808,0,1.882952593128754e-9,0.9097945183272665,AL139424.3,lincRNA
ENSG00000142657.20,0.07442758962404498,0.01480968725741124,1.7580316863235663e-9,0.9107627213605122,PGD,protein_coding
ENSG00000160049.11,0.6199662898232369,0,3.3913712831091716e-10,0.3800337098376261,DFFA,protein_coding
ENSG00000142655.12,0.33180271372086734,0,4.010783327241586e-10,0.6681972858780544,PEX14,protein_coding
ENSG00000130940.14,0.42056400786854137,0,3.8216389650839557e-10,0.5794359917492948,CASZ1,protein_coding
ENSG00000175262.14,0.3616149125203602,0,7.363563010706923e-10,0.6383850867432834,C1orf127,protein_coding
ENSG00000120948.17,0.8712462919048461,0,2.241585053897553e-11,0.12875370807273798,TARDBP,protein_coding
ENSG00000271895.2,0.3560560284725657,0,9.956926514252154e-10,0.6439439705317417,AL109811.3,antisense
ENSG00000116649.9,0.4252933969471126,0.010088439099843591,3.958852701835199e-10,0.5646181635571585,SRM,protein_coding
ENSG00000171824.13,0.4432330764577995,0.00830093168847196,5.121435690725117e-10,0.5484659913415849,EXOSC10,protein_coding
ENSG00000198793.12,0.29716401075227816,0,5.852854792944219e-10,0.7028359886624364,MTOR,protein_coding
ENSG00000120942.13,0.2778413763872265,0,3.66142526587523e-10,0.7221586232466309,UBIAD1,protein_coding
ENSG00000116661.10,0.43050027388867146,0,3.1172498944421206e-10,0.5694997257996035,FBXO2,protein_coding
ENSG00000132879.13,0.1994306153484082,0.0018788382354244686,4.3715729723261265e-10,0.7986905459790101,FBXO44,protein_coding
ENSG00000116663.10,0.37141196731973025,0.001533335931293286,1.0933621828645594e-9,0.6270546956556143,FBXO6,protein_coding
ENSG00000116670.14,0.34922261038267555,0,1.0102009915031013e-10,0.6507773895163043,MAD2L2,protein_coding
ENSG00000162490.6,0.19730310499417417,0.1647326024470347,2.3690341704162355e-10,0.6379642923218878,DRAXIN,protein_coding
ENSG00000177674.15,0.6145431653637318,0.06337518138044548,0,0.3220816532558228,AGTRAP,protein_coding
ENSG00000177000.12,0.49712844072516055,0.007585390954848718,4.820985570328249e-10,0.4952861678378922,MTHFR,protein_coding
ENSG00000011021.22,0.17741954673388946,0,7.198696906388908e-10,0.8225804525462408,CLCN6,protein_coding
ENSG00000285646.1,7.479278285691958e-4,0.11400645106772404,1.0305637916722597e-9,0.885245620073143,AL021155.2,lincRNA
ENSG00000116685.15,0.6326385149754518,0.05575310455293808,2.5484021420684623e-10,0.3116083802167699,KIAA2013,protein_coding
ENSG00000083444.16,0.4220971168356843,0.14595436410283638,1.5393667381619258e-10,0.43194851890754266,PLOD1,protein_coding
ENSG00000116688.16,0.39954733147817323,4.3531262931008786e-4,3.4852536933421513e-10,0.6000173555439914,MFN2,protein_coding
ENSG00000116691.10,0.45355886710792237,0.021761152790659273,8.055227924992096e-10,0.5246799792958955,MIIP,protein_coding
ENSG00000120949.14,0.239421120022888,0.16651671489356576,5.302481069812386e-10,0.5940621645532982,TNFRSF8,protein_coding
ENSG00000028137.18,0.2894139768443749,0.10345501330959102,1.1617920660433055e-9,0.6071310086842421,TNFRSF1B,protein_coding
ENSG00000048707.15,0.3927645442024802,0.04567179995965458,4.663684396405467e-10,0.5615636553714968,VPS13D,protein_coding
ENSG00000229484.1,0,0,5.882530151335111e-10,0.999999999411747,AC243836.1,lincRNA
ENSG00000162496.8,0.30572912426606624,0,4.512583812205551e-10,0.6942708752826754,DHRS3,protein_coding
ENSG00000179172.9,0.5010480099439968,0,3.825620566983919e-10,0.498951989673441,HNRNPCL1,protein_coding
ENSG00000116731.22,0.24645008747270997,0.09007710360718504,2.7249730331857547e-10,0.6634728086476077,PRDM2,protein_coding
ENSG00000189337.16,0.12163092361938443,0.2749400864033129,4.491026003501863e-11,0.6034289899323924,KAZN,protein_coding
ENSG00000175147.12,0.007885437836424236,0.07304506907992922,5.742066679675328e-10,0.9190694925094398,TMEM51-AS1,antisense
ENSG00000142621.19,0.3238362598969101,0.2137255909353363,3.744901261117797e-10,0.46243814879326356,FHAD1,protein_coding
ENSG00000233485.1,8.051342470962925e-5,0.0031864789304955946,8.369976172045211e-10,0.9967330068077972,AL031283.2,antisense
ENSG00000228140.1,0.18499615332295016,0,6.635150198578913e-10,0.8150038460135348,AL031283.1,lincRNA
ENSG00000142634.12,0.5812631179707369,0.1362896557421051,1.771885478533458e-10,0.28244722610996953,EFHD2,protein_coding
ENSG00000162438.11,4.67986572797506e-4,0.036477598879778625,4.923754679556558e-10,0.9630544140550484,CTRC,protein_coding
ENSG00000132906.17,0.24600400357843816,0.181061212918738,3.866700332613333e-12,0.5729347834989572,CASP9,protein_coding
ENSG00000116138.12,0.22415992034608423,5.941887396843456e-4,3.5360253985272705e-10,0.7752458905606288,DNAJC16,protein_coding
ENSG00000251866.1,0.16259955596925346,0,6.183192869884807e-10,0.8374004434124274,SCARNA21B,scaRNA
ENSG00000116771.5,0.3591367297898506,0,1.7972040898534494e-9,0.6408632684129454,AGMAT,protein_coding
ENSG00000235084.3,0.06562814720716087,0.019980492717750365,0,0.9143913600750888,CHCHD2P6,processed_pseudogene
ENSG00000197312.11,0.4875851934518582,0.08151236827458473,1.7038784526402492e-10,0.43090243810316925,DDI2,protein_coding
ENSG00000116786.12,0.5231254852434337,0.019422914971520575,2.9747526499457725e-10,0.4574515994875704,PLEKHM2,protein_coding
ENSG00000162461.7,0.012144465425925354,0,5.642768045256567e-10,0.9878555340097979,SLC25A34,protein_coding
ENSG00000162458.12,0.33499413654677646,0.06991067956628975,5.196544050304827e-10,0.5950951833672794,FBLIM1,protein_coding
ENSG00000233954.6,0.31054860585420196,0,0,0.689451394145798,UQCRHL,protein_coding
ENSG00000178715.8,0.4224284436555086,0.06987844411845726,3.4211472326951565e-10,0.5076931118839195,AL450998.1,processed_pseudogene
ENSG00000179743.4,0.1612047228378356,0.002465446123854585,5.311006845951489e-10,0.8363298305072092,FLJ37453,antisense
ENSG00000065526.10,0.4293115975663121,0.3327264718186889,3.3443574861344835e-10,0.23796193028056326,SPEN,protein_coding
ENSG00000116809.11,0.5061335689746558,0.04222030014519612,2.6422480558530876e-10,0.45164613061592324,ZBTB17,protein_coding
ENSG00000186510.11,0.2718256921741917,0.08758920648579771,4.4214322106814754e-10,0.6405851008978674,CLCNKA,protein_coding
ENSG00000184908.17,0.22791742090542375,0.04761004611825159,4.521410940432267e-10,0.7244725325241835,CLCNKB,protein_coding
ENSG00000142632.16,0.4153604118861662,0.04666945681111555,3.1574765266085644e-10,0.5379701309869707,ARHGEF19,protein_coding
ENSG00000132881.11,0.04481769009314544,0.07107807889108042,3.018940953989419e-10,0.88410423071388,CPLANE2,protein_coding
ENSG00000037637.10,0.27813454386448255,0.05317320470310549,3.7651915453682716e-10,0.6686922510558928,FBXO42,protein_coding
ENSG00000055070.16,0.5204192888605625,0.005981810173274897,6.794113117006828e-10,0.47359890028675133,SZRD1,protein_coding
ENSG00000187144.11,0.20162389087889826,0.03627967136500954,5.613616659074258e-10,0.7620964371947304,SPATA21,protein_coding
ENSG00000157191.19,0.5951259496565174,0,2.7274817622936643e-10,0.40487405007073424,NECAP2,protein_coding
ENSG00000226029.1,0.48215603541249397,0.004486872500043672,2.85609200039224e-10,0.5133570918018533,LINC01772,lincRNA
ENSG00000080947.14,0.3931194365587226,0,6.0213113850069e-10,0.6068805628391464,CROCCP3,transcribed_unprocessed_pseudogene
ENSG00000219481.10,0.12394681050857131,0,6.149573807466864e-10,0.8760531888764712,NBPF1,protein_coding
ENSG00000215908.10,0.5646243356496145,9.575992253637205e-4,3.7954644352924023e-10,0.4344180647454755,CROCCP2,transcribed_unprocessed_pseudogene
ENSG00000186301.8,1.8781066411372246e-5,1.5159290242341595e-4,2.105598674416658e-10,0.9998296258206054,MST1P2,unprocessed_pseudogene
ENSG00000207513.1,0.1598848935086991,0,5.462683879586703e-10,0.8401151059450325,RNU1-3,snRNA
ENSG00000058453.16,0.5851362672074587,0.06392045405160293,5.427801111823175e-11,0.35094327868666036,CROCC,protein_coding
ENSG00000207389.1,0.6896752269074319,0,1.9294689989963364e-10,0.3103247728996212,RNU1-4,snRNA
ENSG00000186715.11,0.07556647263992186,0.06322487928159824,4.965107079365115e-10,0.8612086475819691,MST1L,transcribed_unprocessed_pseudogene
ENSG00000228549.3,0.09682594452777439,0,0,0.9031740554722255,BX284668.2,lincRNA
ENSG00000238142.1,0.32776462715763544,0.08443967065264892,0.007099517602405056,0.5806961845873105,BX284668.5,lincRNA
ENSG00000159363.17,0.5023017310159632,0,3.8178657018642997e-10,0.4976982686022501,ATP13A2,protein_coding
ENSG00000117118.9,0.4778034257541474,0.08408467837710332,2.968844428664984e-10,0.43811189557186486,SDHB,protein_coding
ENSG00000117115.12,0.19535838847608422,0.33717559162021565,6.61788132200408e-10,0.4674660192419121,PADI2,protein_coding
ENSG00000142623.10,0.062288167642787155,0.21135073697035836,5.101162178181481e-10,0.7263610948767382,PADI1,protein_coding
ENSG00000159339.13,0.3858678238901083,0.20364529540991919,0,0.41048688069997247,PADI4,protein_coding
ENSG00000276747.1,0.005115796879098867,0.017983796740710458,5.444156831028296e-10,0.976900405835775,PADI6,protein_coding
ENSG00000179051.13,0.4122335006197051,0,7.529576249803339e-10,0.5877664986273373,RCC2,protein_coding
ENSG00000074964.16,0.3658794835214783,0,5.658933986296934e-10,0.6341205159126283,ARHGEF10L,protein_coding
ENSG00000117154.11,0.321961689718353,0.03929466296372983,3.389804206088723e-10,0.6387436469789368,IGSF21,protein_coding
ENSG00000280222.1,0.08696194894863185,0.050424225063950785,1.7751289658555205e-9,0.8626138242122884,AL365209.1,TEC
ENSG00000159423.16,0,0,6.210385770949009e-10,0.9999999993789614,ALDH4A1,protein_coding
ENSG00000169991.10,0.6130593096242238,0.0030967464011109167,1.2390817504240247e-9,0.3838439427355836,IFFO2,protein_coding
ENSG00000272084.1,0.047982167779539564,0,0,0.9520178322204603,AL137127.1,3prime_overlapping_ncRNA
ENSG00000127481.14,0.331046645475656,0.07762652060360588,5.456597167784315e-10,0.5913268333750784,UBR4,protein_coding
ENSG00000230424.1,0.2474817678401603,0,9.45202304559786e-10,0.7525182312146373,AL035413.1,antisense
ENSG00000127463.14,0.4111702144282055,0,7.422454442029085e-10,0.5888297848295491,EMC1,protein_coding
ENSG00000053372.4,0.3899502688756459,0.021811043431612012,1.27127429701755e-10,0.5882386875656147,MRTO4,protein_coding
